Text	Category
TERRAMAR PROVADOR 15ML	matlimpeza
ODORIZ.PURO AR 12ML REFIL+AP LAVANDA	matlimpeza
AROMATIZANTE FLORAL	matlimpeza
HTH - PURIF.10X1 BALDE 8X2,5KG UN2880,II,HIPOCLORITO DE CALCIO,HIDRATADO,5.1	matlimpeza
ESPONJA FIBRACO 5UN	matlimpeza
LIMP VEJA 500ML DESENG M USO SQUEEZE	matlimpeza
BIG BAO - SANIT. P/ USO GERAL - PLUS - 12 x 1 L	matlimpeza
FS DET YPE LIQ CLEAR 5LT UN0001UN	matlimpeza
DIFUSOR PARA AMBIENTE CANELA E ROMA 120ML	matlimpeza
INSET.BOMBRIL FORT APAR REFIL PAST. UN0001UN	matlimpeza
LIMP UAU 500ML VIDRO	matlimpeza
PANO DE CHAO PROEZA 70X42XM CRU R.246	matlimpeza
Perfume para Ambientes Acquaroma Bebê 200ml Bebê	matlimpeza
DETERGENTE MINUANO MACA 24x500 ML	matlimpeza
SACO DE LIXO FACILITAPRONTO ROLO PRETO 50L C/20	matlimpeza
| FIBRA LIMPEZA PESADA PRIMEPRO	matlimpeza
VASSOURA NOVIÇA PLAST C/CAPA	matlimpeza
PURO AR MULTIUSO 360ML VINOLIA 12UN.	matlimpeza
SACO LIXO LIXOPLAS PTO 30L PC/25X10	matlimpeza
SOLUCAO METASIL JATO-PLUS 5LT LT1X10LT	matlimpeza
AGUA SANITARIA USELIMP 12X1L	matlimpeza
SAPONACEO PO U.CLASS CLORO 24X300GR	matlimpeza
RODO 2EM1 25CM BRALIMPIA	matlimpeza
MARRUA 4600 ML	matlimpeza
DESINF.ALVEJ.YPE FLORES PRIMAV.1LT CX0012UN	matlimpeza
SABAO BARRA MINUANO COCO 500G (24 UN)	matlimpeza
SAPONACEO PO ASSOLAN CLORO FRASCO 36X300G	matlimpeza
CIF ULTRA RAP BANH S/CLORO GTL 12X500ML	matlimpeza
DETERG LIQ YPE MACA 500ML	matlimpeza
SEMENTOX - EV 250 GR	matlimpeza
MULTIUSO ULTRA 360ML BAUNILHA	matlimpeza
BIO LIXO ALMOF 100 LT C/50X05	matlimpeza
CABO ALUM TELESC 4M MANOPLA APOIO - NETUNO	matlimpeza
LIMP CASA PERF 2LI BELA FLORE	matlimpeza
INSET BOA NOITE ESPIRAL FORT 10UN	matlimpeza
ESPONJA ASSOLAN PERTUTO MULTIUSO DUPLA FACE	matlimpeza
OMO DT PO PROGRESS 9X1,8KG	matlimpeza
MON BIJOU AMAC. 2L MAGIA AMARELO	matlimpeza
SAB.BARRA MINUANO 5X200G AMAR.	matlimpeza
AM AMACITEL MOMENTOS CARINHO BCO 2LT CX0006UN	matlimpeza
AGUA SANIT Q BOA 1LI	matlimpeza
VASSOURA GARI PINOS 60 CM	matlimpeza
FACIGOL 30 INCOLOR 2X5LT	matlimpeza
SABAO GEO BARRA EXTRUZ GLIC NEUTRO PERF 10X1KG	matlimpeza
DESENTUPIDOR SANITARIO (DZ)	matlimpeza
SACOS BRASLIXO PACOTE AZUL 100L	matlimpeza
ESCOVA PLAST. P/SANITARIO C/SUP.RF:804	matlimpeza
OLEO ODORIZANTE GREENLEAF HOPE	matlimpeza
Difusor De Ar Ref. 316 CCaixa Ak UN	matlimpeza
BRILHANTE UTILE FLORAL 6X2L	matlimpeza
ESPONJA 3M SCOTCH-BRITE ANT-BACT(E)	matlimpeza
AMACIANTE MINUANO ROSA 2L CX 6	matlimpeza
SACO LIXO LEVFORT PTO 30LT CX/25X10	matlimpeza
LAVA ROUPAS PO TIXAN YPE PRIMAVERA CART 12X1000G PROM 2P1D	matlimpeza
SABAO BR MINUANO DESENGOR (VERDE) 5X200G CX/0010/UN	matlimpeza
ESPONJA PVIDRO MICROFWINDOWS FLAS	matlimpeza
LIMPEZA DIARIA PORCELLANATO (3) Aprop.emb:LIQUIDO ALCALINO CAUSTICO, N.E./ONU:1719 C.R:8 G.E:III	matlimpeza
Agua Perfumada p/ Roupas 1,15L Lavanderia	matlimpeza
RODILON PELETS 40X25GR	matlimpeza
Perfume p/ Ambientes Acquaroma 200ml Brisa	matlimpeza
LIMPA VIDROS BRIOSOL (4X5L)	matlimpeza
ALVEJANTE VANISH PO CRYSTAL WHITE S/CLORO 1X450G R5060	matlimpeza
LYSOFORM OUT INSET REPEL SPRAY KIDS 100	matlimpeza
ESCOVA P.LIMPEZA DE SANITARIO.REF.Y083	matlimpeza
4311922 ST JG COZINHA 3 PC LT VD	matlimpeza
SACO LIXO BP 50L	matlimpeza
PURIF GLADE 432ML AERO GRT 20% LAVANDA	matlimpeza
SABAO EM PO 500G OMO	matlimpeza
BORRIFADOR PLASTICO 450ML VERTIX	matlimpeza
RODO CX	matlimpeza
DESINF KALIPTO 750ML LAVANDA ROXO	matlimpeza
Aromatizante de Ambiente 30 ml no. 18	matlimpeza
CYPERMIL POUR ON 1000 ML	matlimpeza
ALCOOL 70% 250ML (ALMOTOLIA)	matlimpeza
AROMA AMBIENTE AMADEIRADO	matlimpeza
LYSOFORM SPRAY SEM PERFUME 300ML	matlimpeza
TANIDIL 200GR	matlimpeza
FLANELA 40X60 AM	matlimpeza
LAVE SOFT HIG CALCINHA 200ML GS	matlimpeza
QA LIMPA LIMO SQUEEZE 500ML	matlimpeza
| DETERG. ALCALINO NPF8000 50L	matlimpeza
NOKALT PULVERIZACAO 40ML	matlimpeza
BICARBONATO DE SODIO SC 25KG	matlimpeza
MOP PVA PLUS 27CM 4 ROLETES - KALA	matlimpeza
LIMP VEJA 1LI PERFUMES CAMPO AR PURO	matlimpeza
ALVEJ Q BOA PLUS 3EM1 1L 7606500	matlimpeza
Aromatizante de Ambiente 30 ml no. 230	matlimpeza
PURIF BOM AR 360ML LAV(E)	matlimpeza
ESPANADOR PENA 80CM MOD 60R171 C6EN	matlimpeza
FRAGRANCE DIFFUSER OCEANO 250ML	matlimpeza
SABAO BARRA YPE FLORES E FRUTAS UN 200GR CX/0050	matlimpeza
LIMPA ALUMINIO E INOX MAGIC BRILL MACA CX/0012/UN	matlimpeza
SABAO EM PASTA VALOR CITRUS 12X500G R031	matlimpeza
MULT APLIC 06X300 ML	matlimpeza
MOP AGUA (REFIL)TOMKI PD AZUL-111748	matlimpeza
PANO DE PRATO C/12	matlimpeza
LIMP CIF 500ML BANHEIRO POWER SPRAY	matlimpeza
LIMPA ALUMINIO TRAD. USEL 24X500 ML	matlimpeza
PULV.GUARANY GAT.ULTRAJET VERDE 500ML UN0001UN	matlimpeza
AEROSOL PPI PITANGA 250 ML	matlimpeza
4794907 ST JG COZINHA 3 PCS COPA	matlimpeza
SABAO BARRA LAVARTE NEUTRO 5X200 GR PT/0001	matlimpeza
DT L SURF H FBC 1L	matlimpeza
Provador Acquaroma 60ml - Bebê	matlimpeza
RODO DE ALUMINIO 50 CM	matlimpeza
REFIL PVA 33 CM - WORKER	matlimpeza
ESPONJA DUPLA FACE PT 10UN	matlimpeza
MULTIMAX MULTIUSO USELIMP 3X5LTS	matlimpeza
ÁGUA PARA LENÇOÍS 250 ML/CEREJA -	matlimpeza
AMAC MON BIJOU 2L MAGIA AMARELO	matlimpeza
PURIF GL AUTO MAT LAV AP 269ML	matlimpeza
DESINF. OESTE LAVANDA 3X5LT	matlimpeza
*AMACIANTE PROEZA 6X2LT.SENSACAO(ROSA)	matlimpeza
DETERG YPE LIQ NEUTRO 500 ML CX/0024	matlimpeza
DET LIQ SURF 315ML BANHO CACH/HORT FL BCAS	matlimpeza
REP.INS REPELEX ACTIVE LQ100M	matlimpeza
SABAO QUAD YPE GLIC 200GR 10X5 CX0050UN	matlimpeza
ESCOVA OVAL PRETA OESTE 24X1UN	matlimpeza
RODO ALUM DUPL LIMPA FACIL 50CM	matlimpeza
LIMP PRATICE M USO LIMAO 12X500ML	matlimpeza
REPELEX SPRAY FAMILY CARE CITRONELA 100ML	matlimpeza
PULVERIZADOR P/ROUPA VERDE 500ML	matlimpeza
SABAO PO YPE PREM TOQ AMAC 24X500GR	matlimpeza
INSET MORTEIN 300ML AERO AC TOTAL	matlimpeza
BAYGON ESP METAL	matlimpeza
LIMPA VIDROS LV750MLPG500ML BRILUX - UNID	matlimpeza
HOME SPRAY LOVE IT LIBERTY	matlimpeza
SABAO PO OMO SC 7KG UN/0001/UN	matlimpeza
| PURIFICADOR DE AR 360ML ULTRAFRESH PETALAS DE ROSAS	matlimpeza
DESENTUPIDOR SANITARIO WC	matlimpeza
Essencia Concentrada Acquaroma 20ml Brisa	matlimpeza
TODO CUIDADO LAR - AROMATIZADO	matlimpeza
BARRILHA LEVE 2KG	matlimpeza
ED40674 - ESCOVA SANITARIA C/ SUPORTE	matlimpeza
PERFUME P/ AMB. CAST.DO PARA AMAZ. NAT.30ML-PROVADOR	matlimpeza
HIDROXIDO DE POTASSIO ESCAMAS PA	matlimpeza
ODORIZ.PURO AR 360ML CITRUS	matlimpeza
SACO P/LIXO HIPER-LIXO 15LTS C/25 UND	matlimpeza
GLADE AEROSOL FLOR PERFECT 360ML 613175	matlimpeza
BICARBONATO DE SODIO 20G	matlimpeza
DET. POMINUANO MACIEZ FLORAL ACAO PROFUNDA COM FLORES 1KG	matlimpeza
LYSOFORM BRUTO SUAVE 1000 ML	matlimpeza
ESPONJA 3M SCOTCH-BRITE ANT-BACT	matlimpeza
AMAC.ROUPA URCA NATURAL INSPIRACAO CXA 1 X 6 2L	matlimpeza
Perfume p/ Ambientes Acquaroma 1,15L Lavanda	matlimpeza
AMACIANTE VALOR TRADIC CARINHO ROSA 6X2LTS R018	matlimpeza
LP PERF VPN LAVANDA	matlimpeza
AMACIANTE NANO SOFT CARINHO 6X2L	matlimpeza
(464) Blup 1x60	matlimpeza
AGUA SANITARIA Q'BOA 5LT CX/0003/UN	matlimpeza
AMAC BABY SOFT T. CUIDADO BRANCO 2 LT CX/0006	matlimpeza
FLANELA RAINHA S/CODIGO BRANCO 38X58	matlimpeza
DESINF MAXXY LIMP 500ML -LAVANDA MAXXY LIMP	matlimpeza
"""Pedra sanitaria 25g. """"bloco"""" (suporte e refil) GOEDERT mista"""	matlimpeza
LIMP VEJA 500ML PERF SENS LIMAO REFRES	matlimpeza
Perfume para Ambientes Acquaroma Dia a Dia 500ml Cedro	matlimpeza
LIMP VEJA 500ML M USO LARANJA	matlimpeza
FLANELA BRANCA GRANDE	matlimpeza
SABAO PO OMO 2KG MULT ACAO 01X1 (9 UND)	matlimpeza
TIRA MANCHA OMO ROUP BRANCAS 450ML	matlimpeza
"Pedra sanitaria 25g. ""bloco"" (suporte e refil) NOBRE floral"	matlimpeza
VASSOURA NOVICA PLAST C/C PREMIO	matlimpeza
LIMP CASA E PERF AGRADABLE AZUL 12X1LT	matlimpeza
RELAX FRESH	matlimpeza
BIO LIXO ECONOM 100LT C/14X015	matlimpeza
PANO P/ LIMPEZA	matlimpeza
DESINF VALOR PINHO C/EFEITO BLUE 6X2LTS R027	matlimpeza
RODO DUPLO AL S/ CABO S/ ROSCA 60 CM	matlimpeza
(BT260) Escova Novica Varremesa 1x12	matlimpeza
LIMPA ESTOFADO SPRAY 400ML LUXCAR	matlimpeza
(467) Bettabanho 1x36	matlimpeza
SACO LIXO PRETO 040 LT C/100	matlimpeza
SAPONACEO PO U.CLASS LIMAO 24X300GR	matlimpeza
DESINF PINHO SOL 500ML ORIGINAL	matlimpeza
JIMO ANTI-FORMIGA 2,5G	matlimpeza
ESSENCIA DE EUCALIPTO MENTOLADO 140 ML CX 024	matlimpeza
DET.PO YPE PREMIUM CXT UND 1 X 1 500G	matlimpeza
BIO LIXO ROLO 030 LT C/10X050	matlimpeza
LIMP VEJA X-14 500ML BANHEIRO PULV	matlimpeza
DIFUSOR PARA AMBIENTE ERVA DOCE 100ML	matlimpeza
DESINF.BUFALO EUCALIPTO CXA 1 X 2 5L	matlimpeza
SACO LIXO LEVFORT AZUL 15LI 20UN	matlimpeza
ESPONJA BANHO SIMPLES SORTIDAS	matlimpeza
A.MOFO SECAR LAV 80G	matlimpeza
SACO P/LIXO BRASFORTE 100LT 1X1 PRETO (25 UND)	matlimpeza
DESINF PINHO BRIL 500ML FOLHAS EUCALIPTO	matlimpeza
INCENSOS VARIADOS	matlimpeza
FRAGRANCE DIFFUSER SERENITA 300ML	matlimpeza
REFIL RODO LIMPVIDCDIS225ML BET	matlimpeza
ESPONJA P/BANHO PONJITA (SORTIDAS)	matlimpeza
DESINFETANTE GEO EUCALIPTO 6 X 2 L	matlimpeza
AMACIANTE MINUANO ROSA 2L	matlimpeza
LIMP VEJA PERFUMES AZUL CORAL 2LT CX/0006/UN	matlimpeza
LIMP.VEJA DESENG.LIMAO UND 1 X 1 500ML	matlimpeza
DET PO ARIEL 1KG OXIBARRAS	matlimpeza
ODORIZANTE LAVANDA	matlimpeza
LIMP VIM CLORO ADITIVO FLORAL 300ML	matlimpeza
SACO LIXO BP 30L	matlimpeza
(4673) Bettabanho Lev 3 Pag 2 1x24CJ	matlimpeza
Perfume para Ambientes Acquaroma Dia a Dia 1,15L Baunilha	matlimpeza
PURO AR MULTIUSO 360ML TALCO 12UN.	matlimpeza
SARNICIDA MATACURA SH 200ML C/ 12 UN	matlimpeza
VASS CONDOR V 52 VARRE FORTE 1X1 97218 CC	matlimpeza
VASSOURA KINTAL	matlimpeza
LIMP CIF 500ML DESENG COZINHA SPRAY*	matlimpeza
LIMPA CERAMICA LIMPIM 3 EM 1 12X1L	matlimpeza
DETERGENTE CLEAR USELIMP 24X500 ML	matlimpeza
ESCOVA C/ CB CABEÇA REDONDA FLORES	matlimpeza
SACO P/LIXO BRASLIXO AZUL 100LT FD/0025/UN	matlimpeza
Sache Acquaroma 10g (caixa c/ 30 und) Brisa	matlimpeza
PANO COPA 44X68CM 3UN LISBOA OURO	matlimpeza
STRIPPER REMOV. UHS 06X02 LITROS	matlimpeza
BICARBONATO DE SODIO 1KG KG	matlimpeza
PEDRA INOVE EUCALIPTO 96X35G	matlimpeza
DESINFETANTE BRIOSOL FLORAL (4X5L)	matlimpeza
AGUA SANITARIA NEW KIM 3 X 5 LTS Tot. Tributos R$ 66,04	matlimpeza
Perfume p/ Ambientes Acquaroma 1,15L Alecrim	matlimpeza
DETERGENTE PROEZA 24X500ML MACA	matlimpeza
LYSOFORM BRUTO 1LI	matlimpeza
VASSOURAO PIAÇAVA 60 CM	matlimpeza
PALHA ACO INOVE 10X20X01X25G. N. 2	matlimpeza
ALVEJANTE VANTAGE BRANQ.450GR UN0001UN	matlimpeza
PURIF BOM AR 360ML LAV +90ML GRT 25%(E)	matlimpeza
BARRILHA LEVE	matlimpeza
PH+MAIS GRANULADO BARRILHA GENCO 2KG	matlimpeza
URCA LIMPA VIDR. STAND UP POUCH 12X500ML	matlimpeza
Outras Escovas Anti	matlimpeza
LIMP VIM CLORO ADITIVO LAVAND 750ML	matlimpeza
AROMATIZANTE DE AMBIENTE LIMAO SICILIANO 210ML	matlimpeza
RODO DUPLO AL S/C COM ROSCA 30 CM	matlimpeza
INSET NEOCID/MORTEIN PO 50GR	matlimpeza
AMAC M BIJOU PUREZA AZUL 500 ML CX/0024	matlimpeza
DET LIQ VEJA MENTA LIMAO 400ML	matlimpeza
ESFREGAO SECCA ONCA 80752-11	matlimpeza
9554769 ST JG BANHEIR 3 PCS OLIV	matlimpeza
AMACIANTE PROEZA 5LT.P.NENEM	matlimpeza
KELLMAT SEMENTE GIRA. 10X40X25GRS ECON	matlimpeza
TRIOZIX POMPOM 2X5LT	matlimpeza
DIFUSOR DE AROMAS FRUTAS EXOTICAS VERDE VIVO 230ML	matlimpeza
PINHO BRIL 500ML FLORES DE LIMAO	matlimpeza
REPELENTE OFF AEROSOL 165ML	matlimpeza
LIMP VEJA 500ML L PES ORIG 21510	matlimpeza
SACO P/LIXO LINHA ECON. 15L-20RL.C/60SC-3X EN	matlimpeza
SODA CAUSTICA KAVEIRA POTE 12X1KG 70% CX0012UN	matlimpeza
SACO LIXO TIRA LIXO PTO 50LT CX/25X10	matlimpeza
AMACIANTE NANO SOFT ENCANTO 6X2L AZUL	matlimpeza
DETERGENTE MINUANO LIQUIDO 500ML MACA	matlimpeza
VASSOURA GARI NYLON 60 CM	matlimpeza
ACIDO CLORIDRICO 20% ONU 1789	matlimpeza
Aromatizador de Amb.240ml(pet/Spray) Cha Verde	matlimpeza
ESPONJA SCOTCH BRITE 3M 3X1 PT0010UN	matlimpeza
ESPONJA M.USO TININDO 3M 7710 UND 1 X 1 3UND	matlimpeza
VASSOURA INCAVAS IDEAL C/CABO CX/0012	matlimpeza
INSPIRA PEDRA SANITARIA FLOR DA MONTANHA	matlimpeza
DIFUSOR DE AMBIENTE CHESTNUT E VETIVER	matlimpeza
ALCOOL ETILICO 92,8 INPM - 12X01X01 LT	matlimpeza
LIMP VEJA X-14 500ML BANHEIRO SQUEEZE	matlimpeza
ALECRIM & CAPIM LIMAO PROVADOR 60 ML	matlimpeza
REFIL P/RODO ABSORV.(MOP)RRE2700 ECCOFER	matlimpeza
DETERG PO ASSIM TRIPLA ACAO 1KG	matlimpeza
REMOVEDOR ZAZ 5L	matlimpeza
RODO 45 CM COMUM	matlimpeza
PRATICE MUSO CLASSIC	matlimpeza
DESENG.PRATICE CXA 4 X 3 500ML	matlimpeza
ALCOOL ZUMBI 1LI 92,8INPM TRADICIONAL	matlimpeza
Difusor de Aromas Acquaroma Premium 350ml - Turquesa	matlimpeza
DESINF. DI CAMPI 5L TALCO	matlimpeza
OMO T COMF ORI 3L	matlimpeza
Aromatizante 120 ml Flor de Cerejeira	matlimpeza
AROMATIZANTE LAVANDA 5L - K.D	matlimpeza
DET PO TIXAN 1KG SC FL DO SOL AMAR	matlimpeza
MULT APLIC 06X02 LITROS	matlimpeza
RODO 80 CM MADEIRA EVA	matlimpeza
AEROSOL PPI FLOR DE ALGODAO 400 ML	matlimpeza
INSET RAID 300ML AERO PROTEC MULTI INSET	matlimpeza
PROAUTO LAVA AUTOS C/ BRILHO 500ML	matlimpeza
DESENGRAXANTE MALCO BUG-OFF INSECT REMOVER 4-3.785 L	matlimpeza
S.LIXO SFORTE 3X 30L	matlimpeza
VASSOURA PELO 40CM	matlimpeza
MOP PO 60CM	matlimpeza
AMAC MINUANO LAVANDA LILAS 2LT CX/0006	matlimpeza
VASSOURA S30	matlimpeza
0040479 ST JG BANHEIR 3 PCS JAPO	matlimpeza
PANO DE PRATO EMBANHADO TIPO B	matlimpeza
SABAO PO YPE PREMIUM 24X500GR	matlimpeza
AMBAR 200 ML	matlimpeza
V-52 CCCX VARRE FORTE VASSOURA 12x1	matlimpeza
ESPONJA DE ACO C/2PCS CX160	matlimpeza
LIMP VEJA MULT USO LARANJA 500ML CX/0024/UN	matlimpeza
ALC XR 50 50 LT	matlimpeza
PASTA PLIMPAR TENIS 120G LIMPLEX	matlimpeza
DET PO MINUANO 1KG MACIEZ FLORAL	matlimpeza
(1352)Mop abrasivo esfrebom zig zag 1x6	matlimpeza
MR MUSCULO LIMP PERF FLORAL 500ML 617898	matlimpeza
REPELENTE OFF SPRAY 200ML	matlimpeza
ESCOVA VASO SANITARIO PLAS CX.240 REF:HU75508	matlimpeza
FLANELA LIMPPANO MED SUPERF 48X1	matlimpeza
GERMIDERME GEL ANTI-SEPTICO 5 LT	matlimpeza
AMAC MINUANO 2L CLASS CAR	matlimpeza
ESPONJA MULTIUSO LIMPPANO 120X1	matlimpeza
EXPOSIS GEL EXTR 100	matlimpeza
EVITAMOFO H.PLUS FRESC.DA MANHA 12PTS C/130G	matlimpeza
0372951 ST MOP LIMPEZA GERAL	matlimpeza
MULTI INSETICIDA SBP 300ML	matlimpeza
ACIDO SULFONICO 90% ONU 2584 ACIDO(S) ALQUILSULFONICO(S), LIQUIDO(S) 8 II	matlimpeza
PALHA DE ACO BOMBRIL N.2 BRILLO 20X1 PT0020UN	matlimpeza
SACHE PERFUMADO ALCHEMIA CASA:20g:Mandarina	matlimpeza
LIMPADOR PORCELANATO 1L - DURATTO	matlimpeza
DESOD.PATO PASTILHA ADESIVA LAVANDA UND 1 X 1 3UND	matlimpeza
SACO DE LIXO 50 LTS	matlimpeza
AGUA SANITARIA ZUPP 2LT	matlimpeza
AROMATIZADOR DE AMBIENTE LAVANDA ESPECIAL 80 ML	matlimpeza
INCENSO TERAPEUTICO - CANELA (PACOTE COM 6 UNIDADES) -	matlimpeza
KIT PERFORMA CX/50TIRAS LEV3 PAG2-ROCHE DIAGNOSTICA	matlimpeza
CLOR L SANITIZANTE 02X05 LITROS	matlimpeza
(*) FARBERWAR ESCOVA P/COZINHA 26*7CM PLASTICO PRETO EN C/RESERV.	matlimpeza
PPI LAVANDA 500 ML	matlimpeza
TERRAMAR 200 ML	matlimpeza
PULVERIZADOR GUARANY MULTISPRAYER GAT. UN/0001	matlimpeza
LIMP VEJA 500ML M USO AC PROT OX ATIVO PULV	matlimpeza
VASSOURA ELITE PLUS V- 9 C/CABO	matlimpeza
PANO MICROF35X35CM 3UN BETTANIN	matlimpeza
DEMONIX DETERG AMONIACAL USELIMP 3X5L	matlimpeza
586 - DETERG. USO GER. 5LTS P. USO NEUTRO 3X5 Tot. Tributos R$ 49,36	matlimpeza
BRIOSOLVE 2000 (4X5L)	matlimpeza
LIMP VEJA LV2PG1,4LI PERF SENS FLOR SONH GRT30%	matlimpeza
Perfume p/ Ambientes Acquaroma 500ml cedro	matlimpeza
MATT PULGAO PRONTO USO - FR 500ML	matlimpeza
pano de prato branco	matlimpeza
VIM LAVANDA 12X750ML	matlimpeza
DESINFETANTE B. 1000 LAVANDA (6X1L)	matlimpeza
ELEVADOR DE PH 12X2KG	matlimpeza
REMOVEX	matlimpeza
FLANELA LIMPEZA COPALIMPA 40X60CM LARANJA-	matlimpeza
VASSOURA TIPO PELO - WORKER	matlimpeza
GEL ANTI SEPTICO ASSEPTGEL CRISTAL 440G	matlimpeza
SACO P/LIXO PROEZA 50LT. 25X10X1 PRETO	matlimpeza
AROMATIZADOR DE AMBIENTE STORE PLAY STANDART 100 ML	matlimpeza
DUO LIMPA REJUNTE - 900 ML	matlimpeza
AMAC COMFORT 500ML CONC ORIGINAL AZUL*	matlimpeza
SAPONACEO CIF CREMOSO ORIG 250ML	matlimpeza
LIMPA VIDROS E COZINHA FACILLE GUARANA - GATILHO 6 X 500 ML	matlimpeza
BIO LIXO ROLO 050 LT C/10X050	matlimpeza
DESINFETANTE BRIOSOL PINHO (4X5L)	matlimpeza
AMAC COMFORT CONC ORIG 500ML	matlimpeza
PANO CHAO 40X88 CRU 48 UN ALGOBOM	matlimpeza
VASSOURA GIRASSOL NYLON BRILHEX C/CABO CX/12	matlimpeza
LAVA ROUPAS CLASS 1KG 1X1	matlimpeza
INSET SBP ELET 035ML 45N REFIL GRT 1AP	matlimpeza
DESINF MINUANO FLORAL 500 ML CX/0024	matlimpeza
SACO PARA LIXO VERDE 100LTS MEDIO	matlimpeza
Pedra Sany Floral 35gCx96un	matlimpeza
Sache Acquaroma 10g (caixa c/ 30 und) Lavanderia	matlimpeza
AMAC DOWNY 500ML CONC LIRIOS CAMPO	matlimpeza
ML100MD SACO P/ LIXO 100 MD FRD 100X1 MAX AZ	matlimpeza
SINERGIA SERENA LOTE:07	matlimpeza
SABAO PO OMO M.ACAO 1KG CX0020UN	matlimpeza
PA P/LIXO C/CABO CURTO	matlimpeza
Essencia Concentrada Acquaroma Dia a Dia 20ml Broto de Bambu	matlimpeza
RODO GALVANIZADO ROSCA METAL 60 CM	matlimpeza
INCENSO MAE DOS LARES - A PADROEIRA - (DISPLAY COM 24 UNIDADES)-	matlimpeza
LIMP VEJA L500P350ML PERF LAV BEM ESTAR	matlimpeza
AMAC.ROUPAS OESTE BRISA 6X2LT	matlimpeza
VASSOURA PIAÇANIL PLASTICA	matlimpeza
LIMPADOR INDUSTRIAL 500 ML	matlimpeza
AMACIANTE FRESCOR E MACIEZ ASSIM 6x2 LT	matlimpeza
DETERG LIQ MINUANO MACA 500ML CX/0024/UN	matlimpeza
LESMICIDA 10X4X250GRS ECONOMICA	matlimpeza
DET LIQ MINUANO 500ML NEUTRO	matlimpeza
LAVA ROUPAS PO TIXAN YPE MACIEZ CART 20X1000G	matlimpeza
SACO PARA LIXO TOP ECONOMICO 100 LTS-	matlimpeza
50X1 DESINCRUSTANTE CARBOX L4	matlimpeza
REFIL RODO ALUMINIO 40CM	matlimpeza
MINUANO TIRA MANCHAS OXI PODER ATIVO 6X900G	matlimpeza
LIMP AJAX L500P450ML FRESH	matlimpeza
LIMPADOR AZULIM PORCELANA. LAVAND.750 ML CX/0015	matlimpeza
ESFREGAO ACO INOVE ANATOMICA 50X30G	matlimpeza
SACO P/ LIXO 60 LTS 65X80 PT RF	matlimpeza
DIFUSOR PARA AMBIENTE WILDFLOWER 230 ML	matlimpeza
TIMBACO SPRAY 100 ML	matlimpeza
BOM AR CLI TAL AP	matlimpeza
AMAC YPE 2LT TERNURA RS	matlimpeza
Difusor Varetas Acquaroma Dia a Dia 200ml Verbena e Limao Siciliano	matlimpeza
AMAC COMF SACHET 1L	matlimpeza
AMACIANTE CONCENTRADO MINUANO CLASSICO CARINHO500ML	matlimpeza
INSET RAID ELET. LIQ. 45 N RF 32,9 ML UN/0001	matlimpeza
REPEL AUTANOFF INSETO LC 100ML	matlimpeza
INCENSO TERAPEUTICO - ROSAS (PACOTE COM 6 UNIDADES) -	matlimpeza
SURF DT PO HORTENCIAS E F BCA 27X500G	matlimpeza
DESINF PINHO BRIL 500ML FRUTAS CITRICAS	matlimpeza
DET LIQ LIMPOL COCO 500ML	matlimpeza
ELIMINADOR DE ODORES HERBAL VEROCLEAN (6 X2L)	matlimpeza
RODO PLAST.PROEZA 42CM B.DUPLA 12X1R182	matlimpeza
AMACIANTE G5 TRADICIONAL 6X2L	matlimpeza
PALLO DETERGENTE 2 EM 1 - 900ML	matlimpeza
SAPOLIO RADIUM PEDRA CLASSICO 24X200G CX0024UN	matlimpeza
AM MON BIJOU HARMONIA 2LT ROSA CX0006UN	matlimpeza
SABAO PD YPE PERF FL FRUTAS 50X200GR	matlimpeza
LOC JOHNSONS BABY ANTI-MOSQUITO 100ML	matlimpeza
DETERGENTE GEO MAÇA 24 X 500ML	matlimpeza
VASS CARPET (PLAST S/ CAPA)	matlimpeza
POTTENTE 400PM 25GR	matlimpeza
STORM 10 KG	matlimpeza
AMACIANTE YPE ACONCHEGO FRASCO 6X2000ML	matlimpeza
AMAC BABYSOFT BRAN2L	matlimpeza
CREOLINA PEARSON VIDRO 50 ML CX/0012	matlimpeza
AMAC COMFORT AZUL CLASSIC 2LT (UN) UN/0001	matlimpeza
PANO PRATO/DESENHO 70X40CM STA MARGARIDA	matlimpeza
DET.LIQ.OESTE CLEAN CXA 1 X 24 500ML	matlimpeza
RODO MADEIRA C/PINTURA 40 CM	matlimpeza
LIMP REMOVEX CRIVIALLI 12X1LT	matlimpeza
ODORIZADOR PROEZA 6X360 ML LAVANDA	matlimpeza
Refil Difusor Varetas Acquaroma Dia a Dia 200ml Lavanderia	matlimpeza
ESPONJA MULTIUSO SCOTCH BRITE	matlimpeza
VASSOURA ESFREGAO C/ CABO 1X12 UN VALLE	matlimpeza
SACO LIXO 100 LTS PRETO 3,5 KG	matlimpeza
DESINF.KALIPTO PINHO 15X750ML CX0015UN	matlimpeza
BRIOSOLVE 2000 (250ML)	matlimpeza
NAFTALINA POLITRIZ 50 GR	matlimpeza
REFIL AQUALAR AP200 ECO	matlimpeza
AMAC BABY SOFT T MACIEZ (ROSA)6X2LT	matlimpeza
LAVA AUTOS FREE WAY COM SILICONE 6 X 500 ml	matlimpeza
DESINFETANTE MINUANO LAVANDA 24x500 ML	matlimpeza
LIMP YPE M USO FACIL CITR/NATUR 12X500ML	matlimpeza
SACO XADREZ 40X65	matlimpeza
